Latitude,Longitude,AADT
33.712172,-84.24228,28600
33.715563,-84.238672,15900
33.6987,-84.269875,11700
33.698573,-84.264104,7680
33.682325,-84.311735,12600
33.684659,-84.308627,5080
33.66912,-84.336294,12000
33.670337,-84.333877,5680
33.672666,-84.325343,31300
33.666203,-84.343697,13600
33.670825,-84.329679,19700
33.745184,-84.348458,8540
33.745269,-84.347073,6530
33.74492,-84.336482,9380
33.741173,-84.330239,7130
33.739416,-84.328833,3440
33.728526,-84.323913,4500
33.716656,-84.312632,7080
33.71487,-84.302947,6760
33.712874,-84.273946,9790
33.713445,-84.271108,8500
33.716045,-84.254928,6410
33.715127,-84.246913,16100
33.713602,-84.243765,26000
33.711541,-84.219152,21000
33.711174,-84.215799,5060
33.809287,-84.268314,14700
33.824204,-84.234299,7790
33.825143,-84.232331,5100
33.834521,-84.201463,13500
33.834446,-84.199206,4420
33.815491,-84.250078,17200
33.817605,-84.250634,8330
33.715098,-84.240256,550
33.813367,-84.252555,18300
33.818756,-84.252629,11500
33.833085,-84.334235,8660
33.831501,-84.337764,19700
33.841265,-84.310302,10200
33.840371,-84.316428,13800
33.867135,-84.286396,10100
33.863035,-84.291004,5980
33.880591,-84.271914,12900
33.876638,-84.27498,8040
33.883477,-84.250098,4930
33.853418,-84.246723,5180
33.848166,-84.247392,6660
33.844645,-84.247741,15800
33.828044,-84.253829,9000
33.82781,-84.25286,10500
33.812536,-84.252616,8910
33.818511,-84.249432,17900
33.805481,-84.25072,4500
33.801141,-84.250169,8600
33.781758,-84.245323,11200
33.777534,-84.241494,12000
33.76764,-84.23285,420
33.754467,-84.232519,10900
33.751321,-84.231998,14700
33.738352,-84.231135,5720
33.734782,-84.231255,10500
33.719712,-84.23848,39200
33.715409,-84.243915,23000
33.6994,-84.26397,8040
33.699371,-84.268016,10500
33.684941,-84.309362,5890
33.683683,-84.311181,10900
33.67185,-84.331735,6050
33.667286,-84.342452,11300
33.745843,-84.34701,7200
33.745787,-84.34828,7760
33.745465,-84.336042,11700
33.738292,-84.326419,4080
33.741182,-84.329317,6740
33.727965,-84.323307,4820
33.715409,-84.302518,6480
33.717313,-84.312613,7830
33.714236,-84.270497,8150
33.713486,-84.274208,9060
33.71662,-84.25466,9770
33.715606,-84.238477,23200
33.71026,-84.24617,29100
33.717129,-84.24187,18200
33.711705,-84.215568,4780
33.712123,-84.219539,21600
33.810008,-84.269463,11700
33.826069,-84.232935,3990
33.824958,-84.235002,7370
33.835441,-84.199384,4560
33.835373,-84.201787,14100
33.773826,-84.35507,34000
33.866864,-84.437162,11300
33.806714,-84.434504,14100
33.784515,-84.449419,3620
33.714138,-84.45373,4350
33.714434,-84.380995,3900
33.67545,-84.393447,2820
33.721734,-84.383857,8690
33.743861,-84.373382,3550
33.736754,-84.381169,4650
33.741044,-84.368572,1970
33.754219,-84.453809,1050
33.764208,-84.398976,15100
33.753882,-84.40374,4440
33.751904,-84.394775,3510
33.751969,-84.388974,9760
33.791113,-84.393487,26200
33.661458,-84.428317,3680
33.675637,-84.439891,11400
33.677182,-84.437167,7650
33.864632,-84.37158,12500
33.747483,-84.349844,13000
33.740889,-84.362974,6180
33.739941,-84.354093,6530
33.74162,-84.358198,6670
33.700682,-84.573805,10900
33.745887,-84.358278,12200
33.754707,-84.413435,8800
33.752971,-84.4372,11000
33.8241,-84.359356,83800
33.8418,-84.3605,134000
33.87719,-84.364564,117000
33.762929,-84.363264,26300
33.770146,-84.359298,19400
33.771643,-84.359439,16700
33.768876,-84.353014,11300
33.743233,-84.36277,191000
33.608365,-84.554792,9510
33.646989,-84.540282,5920
33.638907,-84.562079,3570
33.660309,-84.53631,41200
33.623741,-84.561334,13700
33.681772,-84.555582,33900
33.620166,-84.539975,41000
33.685625,-84.569743,35400
33.82874,-84.42146,5650
33.850418,-84.372513,61000
33.852259,-84.364352,9330
33.63382,-84.458013,3090
33.744558,-84.401936,9280
33.747347,-84.39786,13500
33.752063,-84.395934,7830
33.755388,-84.393689,5770
33.747171,-84.398153,150
33.757783,-84.391534,10400
33.764453,-84.391361,5240
33.7713,-84.393153,23200
33.770166,-84.401872,18500
33.789546,-84.407788,32300
33.79489,-84.407873,31700
33.80719,-84.407795,20800
33.81977,-84.407621,14600
33.83308,-84.407435,12600
33.840099,-84.413525,12100
33.844202,-84.424931,15600
33.856861,-84.432044,23500
33.863986,-84.446339,25600
33.651486,-84.39376,12500
33.655501,-84.403185,12800
33.67116,-84.408511,6070
33.69194,-84.408165,13200
33.713769,-84.40792,16400
33.730217,-84.408037,17200
33.743456,-84.408235,14900
33.759216,-84.402702,40700
33.767189,-84.404849,33700
33.771057,-84.405685,32400
33.774673,-84.408089,30500
33.780603,-84.407535,37900
33.78003,-84.413821,14900
33.785092,-84.421189,13800
33.794468,-84.431737,13200
33.814872,-84.441603,27900
33.823528,-84.457459,25100
33.794217,-84.502921,26200
33.788223,-84.494858,35300
33.781707,-84.484397,15900
33.777122,-84.461601,21100
33.771277,-84.434701,24300
33.773138,-84.409977,28500
33.771305,-84.386961,30100
33.77193,-84.38336,16600
33.771287,-84.38319,30900
33.771624,-84.381851,14300
33.772466,-84.376833,23400
33.773323,-84.364752,28100
33.756668,-84.358521,1870
33.754367,-84.375048,6740
33.75449,-84.38988,11500
33.7556,-84.3833,4380
33.77648,-84.388798,11200
33.78315,-84.38921,15100
33.789459,-84.38779,17300
33.792967,-84.389156,23900
33.78407,-84.38783,26900
33.796971,-84.388369,30500
33.77672,-84.3873,7290
33.802472,-84.392896,41800
33.76784,-84.38766,6880
33.818841,-84.388716,37600
33.76132,-84.38904,15400
33.82591,-84.38745,37500
33.84592,-84.381204,21800
33.86529,-84.38077,26500
33.779888,-84.382618,18100
33.779614,-84.381064,7490
33.792118,-84.373828,20400
33.802603,-84.367245,23100
33.633627,-84.468156,4070
33.810629,-84.358595,18600
33.82498,-84.352496,34400
33.819201,-84.35138,29200
33.616161,-84.50873,59200
33.617023,-84.490089,63100
33.613205,-84.519058,26900
33.645408,-84.45096,47800
33.620692,-84.507785,14800
33.622673,-84.493866,19300
33.646031,-84.452619,24000
33.623908,-84.480506,9880
33.634622,-84.464764,10100
33.645283,-84.451371,14700
33.65259,-84.449574,12000
33.664999,-84.445588,13600
33.672665,-84.442658,17000
33.679662,-84.440148,9340
33.691207,-84.435394,19400
33.706338,-84.428019,17600
33.723158,-84.422146,22200
33.727872,-84.416999,28300
33.732933,-84.413256,10900
33.743066,-84.408849,5540
33.743842,-84.40913,11200
33.748448,-84.400622,5110
33.69664,-84.349632,29900
33.708591,-84.359023,8350
33.70688,-84.34945,26600
33.716154,-84.377132,5750
33.732419,-84.349318,28200
33.708382,-84.374522,10500
33.74114,-84.34923,32200
33.661815,-84.373161,13100
33.746129,-84.349206,46400
33.680697,-84.366986,9580
33.751664,-84.349197,45300
33.698425,-84.371244,10900
33.757267,-84.349079,33500
33.713723,-84.382786,7770
33.77353,-84.348986,24100
33.720516,-84.386727,8460
33.72572,-84.39158,3370
33.730847,-84.393012,7760
33.73529,-84.394618,2380
33.742039,-84.394515,3130
33.747652,-84.393919,5010
33.73047,-84.571566,50300
33.760992,-84.537591,40400
33.768109,-84.523366,31700
33.780522,-84.509931,23200
33.794797,-84.491637,10500
33.805281,-84.482528,19000
33.815214,-84.466806,18600
33.84126,-84.37529,38100
