Station ID,Functional Class,Latitude,Longitude,Year,AADT,Statistics type,Single-Unit Truck AADT,Combo-Unit Truck AADT,% Peak SU Trucks,% Peak CU Trucks,K-Factor,D-Factor,Future AADT,Station Type
"315-8048",6R : Rural Minor Collector,31.919823,-83.328594,2023,110,Estimated,,,,,,,220,Short Term
"317-0101",3R : Rural Principal Arterial - Other,33.758550,-82.778166,2023,3170,Actual,303,535,0.631,1.073,0.0887,0.55,4260,Short Term
"317-0103",3R : Rural Principal Arterial - Other,33.744823,-82.738751,2023,4330,Estimated,480,655,0.918,0.589,0.0829,0.51,5460,Short Term
"317-0104",3R : Rural Principal Arterial - Other,33.744159,-82.728211,2023,3280,Actual,318,584,0.397,0.824,0.0793,0.51,4210,Short Term
"317-0105",3R : Rural Principal Arterial - Other,33.727952,-82.715040,2023,6440,Estimated,573,1009,0.696,1.044,0.0867,0.59,8110,Short Term
"317-0107",3R : Rural Principal Arterial - Other,33.801252,-82.925583,2023,3480,Actual,304,722,0.546,0.718,0.0827,0.51,4380,Short Term
"317-0109",3R : Rural Principal Arterial - Other,33.783864,-82.832162,2023,4300,Estimated,400,677,0.615,0.284,0.0757,0.57,5420,Short Term
"317-0112",4R : Rural Minor Arterial,33.750713,-82.774451,2023,1990,Actual,,,,,0.0972,0.5,2510,Short Term
"317-0114",4R : Rural Minor Arterial,33.740688,-82.756375,2023,3460,Estimated,,,,,0.0987,0.51,4360,Short Term
"317-0116",4R : Rural Minor Arterial,33.737206,-82.743995,2023,4410,Actual,,,,,0.1139,0.53,5560,Short Term
"317-0118",4R : Rural Minor Arterial,33.736462,-82.733429,2023,6100,Estimated,,,,,0.0912,0.54,7690,Short Term
"317-0121",4R : Rural Minor Arterial,33.732224,-82.725175,2023,5690,Actual,,,,,0.096,0.52,7170,Short Term
"317-0123",4R : Rural Minor Arterial,33.726056,-82.706516,2023,3200,Actual,,,,,0.0941,0.63,4030,Short Term
"317-0125",3R : Rural Principal Arterial - Other,33.717356,-82.705488,2023,5860,Actual,336,840,0.495,1.092,0.0908,0.51,7380,Short Term
"317-0127",3R : Rural Principal Arterial - Other,33.681260,-82.633939,2023,5050,Estimated,512,862,1.069,1.533,0.0815,0.52,6360,Short Term
"317-0128",3R : Rural Principal Arterial - Other,33.744307,-82.722445,2023,3230,Estimated,335,383,1.48,0.945,0.1203,0.52,4070,Short Term
"317-0130",3R : Rural Principal Arterial - Other,33.756113,-82.729279,2023,2610,Actual,270,370,1.65,0.998,0.147,0.53,3810,Short Term
"317-0132",3R : Rural Principal Arterial - Other,33.779618,-82.754045,2023,2920,Estimated,218,438,0.699,0.943,0.0796,0.66,3680,Short Term
"317-0136",3R : Rural Principal Arterial - Other,33.844060,-82.746448,2023,2910,Actual,244,428,0.858,1.235,0.0861,0.73,3680,Short Term
"317-0141",3R : Rural Principal Arterial - Other,33.870197,-82.741297,2023,2670,Estimated,217,428,0.381,0.686,0.0865,0.53,3860,Short Term
"317-0143",3R : Rural Principal Arterial - Other,33.899079,-82.743609,2023,2380,Actual,234,358,0.84,1.301,0.0865,0.6,3000,Short Term
"317-0145",3R : Rural Principal Arterial - Other,33.923547,-82.754062,2023,2150,Estimated,194,388,0.474,0.711,0.0849,0.61,2710,Short Term
"317-0146",4R : Rural Minor Arterial,33.704162,-82.761252,2023,840,Actual,,,,,0.1045,0.63,1060,Short Term
"317-0147",4R : Rural Minor Arterial,33.670116,-82.872733,2023,1340,Actual,136,175,0.448,0.747,0.0941,0.54,1690,Short Term
"317-0149",4R : Rural Minor Arterial,33.707865,-82.784984,2023,1490,Estimated,108,147,0.685,0.753,0.0863,0.52,3580,Short Term
"317-0152",4R : Rural Minor Arterial,33.727910,-82.757714,2023,3550,Actual,,,,,0.0949,0.52,4470,Short Term
"317-0153",4R : Rural Minor Arterial,33.739202,-82.747978,2023,1340,Estimated,,,,,0.0883,0.58,1690,Short Term
"317-0154",4R : Rural Minor Arterial,33.742504,-82.731890,2023,1040,Estimated,91,8,1.862,0.098,0.1421,0.58,1310,Short Term
"317-0155",5R : Rural Major Collector,33.745318,-82.729450,2023,590,Actual,,,,,0.1104,0.7,810,Short Term
"317-0156",5R : Rural Major Collector,33.751767,-82.719995,2023,1140,Actual,,,,,0.0955,0.63,1690,Short Term
"317-0157",4R : Rural Minor Arterial,33.745938,-82.731251,2023,1740,Actual,,,,,0.1482,0.52,2190,Short Term
"317-0158",5R : Rural Major Collector,33.834699,-82.688282,2023,570,Actual,56,51,1.404,1.053,0.1386,0.73,720,Short Term
"317-0161",5R : Rural Major Collector,33.866889,-82.653835,2023,420,Actual,,,,,0.1434,0.62,530,Short Term
"317-0163",5R : Rural Major Collector,33.641815,-82.775573,2023,660,Estimated,65,19,0.614,0,0.089,0.62,830,Short Term
"317-0165",5R : Rural Major Collector,33.702171,-82.751433,2023,1360,Actual,,,,,0.1006,0.53,1710,Short Term
"317-0169",5R : Rural Major Collector,33.729408,-82.740806,2023,2780,Estimated,,,,,0.1005,0.57,4640,Short Term
"317-0172",4R : Rural Minor Arterial,33.723991,-82.693645,2023,2310,Estimated,240,131,0.971,0.309,0.1028,0.55,2910,Short Term
"317-0174",4R : Rural Minor Arterial,33.721576,-82.610432,2023,1940,Actual,162,145,0.876,0.206,0.1057,0.57,2440,Short Term
"317-0176",4R : Rural Minor Arterial,33.731115,-82.562464,2023,1690,Estimated,,,,,0.0957,0.56,2130,Short Term
"317-0178",5R : Rural Major Collector,33.630097,-82.667731,2023,240,Estimated,39,81,1.693,2.116,0.0931,0.59,300,Short Term
"317-0181",5R : Rural Major Collector,33.695892,-82.688521,2023,570,Actual,63,137,1.573,1.747,0.1083,0.56,730,Short Term
"317-0183",6R : Rural Minor Collector,33.651725,-82.727046,2023,230,Estimated,29,28,2.161,0.864,0.0994,0.61,380,Short Term
"317-0185",6R : Rural Minor Collector,33.690074,-82.728619,2023,270,Estimated,21,2,2.026,0,0.1053,0.5,340,Short Term
"317-0187",6R : Rural Minor Collector,33.729025,-82.733732,2023,1220,Actual,,,,,0.1164,0.53,1540,Short Term
"317-0192",5R : Rural Major Collector,33.764257,-82.950090,2023,240,Actual,21,16,1.265,1.687,0.1138,0.52,300,Short Term
"317-0194",5R : Rural Major Collector,33.781065,-82.917812,2023,520,Estimated,24,13,0,0.621,0.089,0.51,660,Short Term
"317-0196",5R : Rural Major Collector,33.687120,-82.814803,2023,290,Estimated,15,24,0.705,1.057,0.1057,0.7,370,Short Term
"317-0198",5R : Rural Major Collector,33.803118,-82.923505,2023,700,Actual,,,,,0.1129,0.56,910,Short Term
"317-0201",6R : Rural Minor Collector,33.804321,-82.813002,2023,230,Estimated,29,13,0.952,1.905,0.1191,0.64,290,Short Term
"317-0203",6R : Rural Minor Collector,33.864101,-82.823475,2023,130,Actual,22,16,2.964,0.741,0.163,0.55,160,Short Term
"317-0205",5R : Rural Major Collector,33.897053,-82.812203,2023,130,Actual,13,7,0.788,0,0.1104,0.57,350,Short Term
"317-0209",5R : Rural Major Collector,33.846734,-82.863938,2023,100,Estimated,3,6,3.153,0,0.1472,0.71,130,Short Term
"317-0210",5R : Rural Major Collector,33.889871,-82.847448,2023,150,Estimated,,,,,0.1321,0.57,190,Short Term
"317-0212",5R : Rural Major Collector,33.935871,-82.727885,2023,170,Actual,,,,,0.29,0.63,210,Short Term
"317-0214",5R : Rural Major Collector,33.963843,-82.668889,2023,60,Estimated,,,,,0.225,0.6,80,Short Term
"317-0216",5R : Rural Major Collector,33.876997,-82.739560,2023,380,Actual,,,,,0.1293,0.52,480,Short Term
"317-0218",5R : Rural Major Collector,33.887773,-82.726692,2023,280,Actual,,,,,0.1288,0.51,350,Short Term
"317-0221",5R : Rural Major Collector,33.921936,-82.649378,2023,210,Actual,,,,,0.1229,0.56,260,Short Term
"317-0223",5R : Rural Major Collector,33.725553,-82.693839,2023,690,Estimated,55,65,0.876,0.438,0.1095,0.73,870,Short Term
"317-0225",5R : Rural Major Collector,33.769313,-82.599791,2023,400,Actual,,,,,0.0963,0.51,500,Short Term
"317-0227",5R : Rural Major Collector,33.699460,-82.540281,2023,420,Estimated,,,,,0.0936,0.59,800,Short Term
"317-0229",5R : Rural Major Collector,33.710521,-82.553376,2023,280,Estimated,31,27,2.5,0.714,0.1357,0.5,350,Short Term
"317-0232",5R : Rural Major Collector,33.769286,-82.602726,2023,280,Actual,30,35,1.082,0.721,0.1046,0.62,350,Short Term
"317-0236",5R : Rural Major Collector,33.826612,-82.676002,2023,270,Actual,,,,,0.1195,0.57,340,Short Term
"317-0238",5R : Rural Major Collector,33.840825,-82.718593,2023,290,Estimated,,,,,0.1092,0.61,370,Short Term
"317-0241",6R : Rural Minor Collector,33.647996,-82.674522,2023,130,Estimated,15,8,2.428,0.809,0.1942,0.71,200,Short Term
"317-0243",5R : Rural Major Collector,33.691686,-82.600493,2023,240,Actual,25,10,0.82,0,0.1065,0.69,380,Short Term
"317-0245",5R : Rural Major Collector,33.739781,-82.583255,2023,140,Estimated,7,0,1.41,0,0.1481,0.52,180,Short Term
"317-0247",6R : Rural Minor Collector,33.727301,-82.820843,2023,330,Estimated,29,2,0.606,0,0.1152,0.71,470,Short Term
"317-0249",5R : Rural Major Collector,33.725267,-82.756338,2023,690,Estimated,,,,,0.1057,0.56,870,Short Term
"317-0265",5R : Rural Major Collector,33.724630,-82.713060,2023,4030,Actual,,,,,0.093,0.64,12100,Short Term
"317-0267",5R : Rural Major Collector,33.724993,-82.720598,2023,2440,Actual,,,,,0.1126,0.53,3070,Short Term
"317-0269",5R : Rural Major Collector,33.721011,-82.725405,2023,2430,Estimated,162,88,0.356,0.267,0.093,0.51,3060,Short Term
"317-0271",5R : Rural Major Collector,33.910874,-82.752217,2023,70,Actual,8,2,2.986,0,0.1344,0.67,140,Short Term
"317-8003",7R : Rural Local,33.752905,-82.934572,2023,110,Estimated,,,,,,,140,Short Term
"317-8011",6R : Rural Minor Collector,33.894840,-82.672062,2023,60,Actual,,,,,0.1494,0.56,180,Short Term
"317-8017",7R : Rural Local,33.734382,-82.720522,2023,110,Estimated,,,,,,,140,Short Term
"317-8019",7R : Rural Local,33.715567,-82.654903,2023,30,Actual,2,0,0,0,0.1573,0.6,40,Short Term
"317-8022",7R : Rural Local,33.741943,-82.618701,2023,110,Actual,11,1,0.913,0,0.1279,0.75,140,Short Term
"317-8024",7R : Rural Local,33.672747,-82.789507,2023,20,Estimated,2,2,0,9.524,0.1905,0.75,30,Short Term
"317-8025",6R : Rural Minor Collector,33.707026,-82.901782,2023,190,Actual,22,10,2.065,0,0.1445,0.61,240,Short Term
"317-8026",6R : Rural Minor Collector,33.754137,-82.901855,2023,270,Actual,22,12,0.368,0,0.1103,0.57,340,Short Term
"317-8027",7R : Rural Local,33.774286,-82.850965,2023,120,Estimated,12,3,2.477,0.826,0.1569,0.53,240,Short Term
"317-8028",6R : Rural Minor Collector,33.696840,-82.831929,2023,190,Actual,19,2,0.533,0,0.1226,0.52,260,Short Term
"317-8029",6R : Rural Minor Collector,33.692265,-82.856092,2023,100,Actual,11,5,0.963,0.963,0.1252,0.54,130,Short Term
"317-8031",7R : Rural Local,33.802179,-82.835505,2023,10,Estimated,1,0,0,0,0.5051,0.67,20,Short Term
"317-8032",7R : Rural Local,33.824655,-82.841730,2023,30,Actual,1,1,0,3.589,0.2154,0.67,50,Short Term
"317-8033",7R : Rural Local,33.853784,-82.778221,2023,10,Estimated,1,0,0,0,0.5891,0.5,20,Short Term
"317-8037",7R : Rural Local,33.947334,-82.652489,2023,30,Estimated,2,0,0,0,0.2834,0.71,40,Short Term
"317-8039",6R : Rural Minor Collector,33.926878,-82.680584,2023,10,Estimated,1,0,0,0,0.6494,0.5,20,Short Term
"317-8040",7R : Rural Local,33.942303,-82.704449,2023,10,Estimated,,,0,0,0.2,0.8,20,Short Term
"317-8041",6R : Rural Minor Collector,33.856134,-82.636093,2023,40,Estimated,7,1,2.631,0,0.2105,0.5,50,Short Term
"317-8045",6R : Rural Minor Collector,33.876162,-82.681051,2023,60,Estimated,7,3,1.581,0,0.1581,0.5,80,Short Term
"317-8046",7R : Rural Local,33.778068,-82.716616,2023,60,Estimated,0,0,0,0,0.1467,0.67,180,Short Term
"317-8049",7R : Rural Local,33.705996,-82.569250,2023,40,Actual,3,0,2.29,0,0.1603,0.57,50,Short Term
"319-0101",5R : Rural Major Collector,32.878231,-83.338145,2023,1200,Estimated,88,142,1.102,2.797,0.1,0.58,1510,Short Term
"319-0103",5R : Rural Major Collector,32.773400,-83.332956,2023,860,Actual,61,92,0.232,0.349,0.1081,0.51,1100,Short Term
"319-0105",5R : Rural Major Collector,32.808363,-83.324959,2023,750,Actual,76,159,1.193,4.508,0.1206,0.63,1370,Short Term
"319-0107",5R : Rural Major Collector,32.854616,-83.346381,2023,840,Actual,51,158,0.837,2.988,0.1123,0.59,1060,Short Term
"319-0109",5R : Rural Major Collector,32.868141,-83.343354,2023,1950,Estimated,166,408,0.526,1.947,0.0884,0.54,2460,Short Term
"319-0112",5R : Rural Major Collector,32.874707,-83.340939,2023,1790,Actual,201,383,1.288,3.416,0.0991,0.57,2260,Short Term
"319-0114",5R : Rural Major Collector,32.881693,-83.341700,2023,1430,Estimated,211,321,2.2,1.916,0.093,0.53,2150,Short Term
"319-0116",5R : Rural Major Collector,32.889940,-83.353091,2023,1480,Estimated,265,258,1.799,1.522,0.0886,0.53,1860,Short Term
"319-0118",5R : Rural Major Collector,32.895396,-83.361854,2023,2170,Actual,159,219,0.415,0.692,0.0992,0.6,2730,Short Term
"319-0121",4R : Rural Minor Arterial,32.590187,-83.227067,2023,1590,Estimated,61,28,0.259,0.065,0.0927,0.55,2000,Short Term
"319-0123",4R : Rural Minor Arterial,32.591806,-83.228907,2023,2450,Estimated,199,160,0.495,0.09,0.0779,0.51,4590,Short Term
"319-0125",3R : Rural Principal Arterial - Other,32.686729,-83.088195,2023,3790,Estimated,306,640,0.68,0.87,0.0881,0.53,4780,Short Term
"319-0129",3R : Rural Principal Arterial - Other,32.768210,-83.167600,2023,4860,Estimated,421,831,0.531,1.46,0.0849,0.52,8090,Short Term
"319-0132",3R : Rural Principal Arterial - Other,32.800767,-83.177828,2023,3910,Estimated,237,785,0.29,1.028,0.0944,0.61,4930,Short Term
"319-0134",3R : Rural Principal Arterial - Other,32.828225,-83.185704,2023,4330,Estimated,319,789,0.588,1.152,0.0844,0.54,5460,Short Term
"319-0138",3R : Rural Principal Arterial - Other,32.842729,-83.189798,2023,4990,Actual,269,775,0.541,0.882,0.0886,0.53,6290,Short Term
"319-0141",3R : Rural Principal Arterial - Other,32.858461,-83.191633,2023,5120,Estimated,346,600,0.816,0.617,0.0908,0.54,6530,Short Term
"319-0145",3R : Rural Principal Arterial - Other,32.933175,-83.192649,2023,4710,Estimated,250,533,0.415,0.35,0.0875,0.55,6350,Short Term
"319-0149",4R : Rural Minor Arterial,32.859386,-83.354341,2023,1640,Estimated,119,253,0.809,0.436,0.0908,0.53,2070,Short Term
"319-0152",4R : Rural Minor Arterial,32.860427,-83.332414,2023,1960,Actual,211,366,1.226,1.685,0.1077,0.51,2470,Short Term
"319-0154",4R : Rural Minor Arterial,32.835550,-83.242265,2023,2900,Actual,424,282,1.415,0.966,0.1187,0.54,3650,Short Term
"319-0158",4R : Rural Minor Arterial,32.816154,-83.195891,2023,2940,Actual,205,371,0.545,0.647,0.1274,0.63,3700,Short Term
"319-0161",4R : Rural Minor Arterial,32.814732,-83.167858,2023,2300,Estimated,198,492,0.621,2.216,0.0931,0.51,2900,Short Term
"319-0163",4R : Rural Minor Arterial,32.821688,-83.080488,2023,1280,Actual,95,119,0.39,0.701,0.088,0.58,1610,Short Term
"319-0167",4R : Rural Minor Arterial,32.814008,-83.067191,2023,900,Estimated,97,143,1.018,2.262,0.1108,0.63,1130,Short Term
"319-0169",4R : Rural Minor Arterial,32.805766,-83.053754,2023,920,Estimated,80,198,0.776,3.878,0.1164,0.7,1160,Short Term
"319-0172",4R : Rural Minor Arterial,32.785403,-82.978151,2023,710,Actual,40,168,0.282,1.694,0.1045,0.64,890,Short Term
"319-0174",5R : Rural Major Collector,32.688936,-83.266713,2023,640,Estimated,37,27,0.484,0.484,0.1483,0.66,810,Short Term
"319-0176",5R : Rural Major Collector,32.736965,-83.180013,2023,270,Estimated,24,44,1.156,2.312,0.1117,0.66,340,Short Term
"319-0177",4R : Rural Minor Arterial,32.838823,-83.188027,2023,1210,Estimated,,,,,0.0817,0.57,1910,Short Term
"319-0183",5R : Rural Major Collector,32.594914,-83.223118,2023,1180,Estimated,79,112,1.043,0.521,0.1008,0.55,2370,Short Term
"319-0185",5R : Rural Major Collector,32.634197,-83.160351,2023,1150,Estimated,126,159,1.622,0.631,0.0928,0.8,2060,Short Term
"319-0187",5R : Rural Major Collector,32.662098,-83.112687,2023,1060,Estimated,77,78,0.87,0.193,0.1015,0.55,2020,Short Term
"319-0189",5R : Rural Major Collector,32.689722,-83.083348,2023,920,Estimated,103,153,0.704,1.291,0.0763,0.52,1900,Short Term
"319-0192",5R : Rural Major Collector,32.735772,-83.050184,2023,400,Estimated,39,57,0.773,1.289,0.1109,0.56,500,Short Term
"319-0194",5R : Rural Major Collector,32.787005,-83.072045,2023,130,Estimated,11,7,0.753,0,0.1432,0.53,160,Short Term
"319-0196",5R : Rural Major Collector,32.815047,-83.078591,2023,400,Estimated,21,46,1.28,1.536,0.1075,0.5,500,Short Term
"319-0198",5R : Rural Major Collector,32.824761,-83.079389,2023,1740,Estimated,135,495,0.065,0.284,0.1098,0.8,2190,Short Term
"319-0201",5R : Rural Major Collector,32.828142,-83.079199,2023,890,Actual,65,324,0.065,0.365,0.1055,0.58,1250,Short Term
"319-0203",5R : Rural Major Collector,32.871463,-83.109091,2023,240,Actual,11,16,0.838,1.256,0.1173,0.64,300,Short Term
"319-0205",5R : Rural Major Collector,32.903767,-83.120990,2023,260,Actual,13,11,0.378,0.756,0.121,0.66,330,Short Term
"319-0207",5R : Rural Major Collector,32.961662,-83.170694,2023,420,Actual,30,26,1.191,0,0.1262,0.58,670,Short Term
"319-0209",5R : Rural Major Collector,32.882499,-83.339954,2023,2450,Actual,102,11,0.45,0,0.0957,0.51,3090,Short Term
"319-0212",5R : Rural Major Collector,32.886377,-83.320614,2023,2620,Estimated,120,16,0.194,0,0.093,0.52,3300,Short Term
"319-0214",3R : Rural Principal Arterial - Other,32.901596,-83.299641,2023,7730,Actual,406,645,0.336,0.453,0.0968,0.54,17200,Short Term
"319-0216",3R : Rural Principal Arterial - Other,32.919684,-83.294974,2023,6720,Estimated,409,1032,0.439,0.818,0.0888,0.51,17000,Short Term
"319-0217",3R : Rural Principal Arterial - Other,32.947153,-83.259660,2023,3970,Estimated,277,750,0.395,1.711,0.0895,0.52,5740,Short Term
"319-0218",5R : Rural Major Collector,32.618933,-83.222080,2023,340,Estimated,24,13,1.19,0.298,0.122,0.51,460,Short Term
"319-0219",3R : Rural Principal Arterial - Other,32.968850,-83.226250,2023,4190,Estimated,334,764,0.548,1.396,0.0895,0.53,6060,Short Term
"319-0221",5R : Rural Major Collector,32.667427,-83.233655,2023,380,Estimated,,,,,,,580,Short Term
"319-0223",6R : Rural Minor Collector,32.615396,-83.230745,2023,170,Estimated,8,2,1.232,0.616,0.1601,0.58,210,Short Term
"319-0225",5R : Rural Major Collector,32.718916,-83.261906,2023,180,Estimated,16,11,0.558,0.558,0.1339,0.75,240,Short Term
"319-0227",5R : Rural Major Collector,32.802947,-83.220659,2023,430,Estimated,19,7,0,0,0.0785,0.71,590,Short Term
"319-0229",5R : Rural Major Collector,32.811038,-83.217243,2023,820,Estimated,105,179,1.75,4.875,0.1175,0.61,1030,Short Term
"319-0232",5R : Rural Major Collector,32.832301,-83.203564,2023,1200,Actual,,,,,0.1213,0.53,1510,Short Term
"319-0234",5R : Rural Major Collector,32.840547,-83.198829,2023,1560,Estimated,,,,,0.102,0.52,1970,Short Term
"319-0236",5R : Rural Major Collector,32.848219,-83.193978,2023,960,Estimated,,,,,0.1118,0.56,1210,Short Term
"319-0238",5R : Rural Major Collector,32.776447,-83.334354,2023,170,Estimated,,,,,0.1175,0.8,210,Short Term
"319-0241",5R : Rural Major Collector,32.784520,-83.306104,2023,270,Actual,21,56,0.377,7.918,0.1621,0.51,340,Short Term
"319-0243",5R : Rural Major Collector,32.811554,-83.188619,2023,160,Estimated,7,2,1.283,0,0.1218,0.58,200,Short Term
"319-0247",5R : Rural Major Collector,32.853683,-83.348010,2023,130,Estimated,16,3,0.787,0,0.126,0.8,160,Short Term
"319-0249",5R : Rural Major Collector,32.868954,-83.314148,2023,1140,Estimated,,,,,0.0859,0.62,1570,Short Term
"319-0252",6R : Rural Minor Collector,32.832222,-83.169968,2023,720,Estimated,,,,,0.1137,0.53,910,Short Term
"319-0254",6R : Rural Minor Collector,32.924299,-83.155581,2023,70,Estimated,,,,,,,90,Short Term
"319-0256",6R : Rural Minor Collector,32.891100,-83.135600,2023,180,Estimated,,,,,,,230,Short Term
"319-0258",5R : Rural Major Collector,32.637767,-83.147875,2023,380,Estimated,,,,,0.1056,0.52,480,Short Term
"319-0261",5R : Rural Major Collector,32.644123,-83.187992,2023,200,Estimated,,,,,0.1202,0.8,250,Short Term
"319-0263",5R : Rural Major Collector,32.845214,-83.236839,2023,1610,Estimated,,,,,,,2380,Short Term
"319-0265",6R : Rural Minor Collector,32.771272,-83.040133,2023,110,Estimated,10,7,0.944,0.944,0.1132,0.58,140,Short Term
"319-0269",5R : Rural Major Collector,32.594187,-83.227706,2023,240,Estimated,2,0,0,0,0.1151,0.63,300,Short Term
"319-0283",5R : Rural Major Collector,32.730085,-83.047122,2023,610,Estimated,52,18,0.706,0.176,0.0688,0.62,1400,Short Term
"319-0285",5R : Rural Major Collector,32.848716,-83.195360,2023,1120,Actual,,,,,0.12,0.59,1410,Short Term
"319-7679",5R : Rural Major Collector,32.846052,-83.209991,2023,2160,Estimated,,,,,0.0972,0.67,2720,Short Term
"319-7680",4R : Rural Minor Arterial,32.805310,-83.171397,2023,860,Estimated,36,2,0.384,0,0.0704,0.51,1150,Short Term
"319-7681",4R : Rural Minor Arterial,32.825511,-83.174393,2023,670,Estimated,,,,,0.1226,0.57,840,Short Term
"319-8003",7R : Rural Local,32.915209,-83.266659,2023,120,Estimated,,,,,,,150,Short Term
"319-8005",7R : Rural Local,32.797076,-83.260245,2023,250,Estimated,,,,,,,320,Short Term
